run_id,experiment_name,model,dataset,task,metric_name,seed,best_epoch,val_metric,test_metric,train_time_seconds,num_parameters,device,git_commit,config_hash,architecture_config_hash,status
2026-05-22_15-29-23__gcn2_net__pubmed__seed-0__06dee944,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.30930908099981025,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,06dee944,0c3a563b,completed
2026-05-22_15-29-23__gcn2_net__pubmed__seed-0__e2ffa64e,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.30708667502040043,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,e2ffa64e,ee811ead,completed
2026-05-22_15-29-24__gcn2_net__pubmed__seed-0__9185fa3c,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.3052196910139173,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9185fa3c,632b1ceb,completed
2026-05-22_15-29-24__gcn2_net__pubmed__seed-0__9381f813,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.3071148570161313,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9381f813,85bc3668,completed
2026-05-22_15-29-25__gcn2_net__pubmed__seed-0__9325efc8,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.30683068704092875,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9325efc8,92c99def,completed
2026-05-22_15-29-25__gcn2_net__pubmed__seed-0__d6f8c04c,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.31083042098907754,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d6f8c04c,67d77cea,completed
2026-05-22_15-29-26__gcn2_net__pubmed__seed-0__9b0df765,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.30459762102691457,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9b0df765,b8efc7b4,completed
2026-05-22_15-29-27__gcn2_net__pubmed__seed-0__083d64c3,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.41600000858306885,0.40700000524520874,0.3073605060344562,49155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,083d64c3,1d7654de,completed
2026-05-22_15-29-27__gcn2_net__pubmed__seed-0__a8510065,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,11,0.41600000858306885,0.40700000524520874,0.8701150810229592,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a8510065,ce2fc368,completed
2026-05-22_15-29-28__gcn2_net__pubmed__seed-0__513a21d8,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.3880000114440918,0.4130000174045563,0.5345272249542177,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,513a21d8,df2b07a1,completed
2026-05-22_15-29-29__gcn2_net__pubmed__seed-0__008d9b8b,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,14,0.41600000858306885,0.40700000524520874,0.9808580310200341,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,008d9b8b,dd078cad,completed
2026-05-22_15-29-30__gcn2_net__pubmed__seed-0__8691d077,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.3880000114440918,0.4130000174045563,0.5358722339733504,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,8691d077,78cdbf55,completed
2026-05-22_15-29-31__gcn2_net__pubmed__seed-0__943b68db,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.3880000114440918,0.4130000174045563,0.5321804659906775,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,943b68db,fa579bc6,completed
2026-05-22_15-29-32__gcn2_net__pubmed__seed-0__adaa2c06,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.3880000114440918,0.4130000174045563,0.5376194040291011,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,adaa2c06,097c139a,completed
2026-05-22_15-29-32__gcn2_net__pubmed__seed-0__e837c244,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.3880000114440918,0.4130000174045563,0.5340889370418154,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,e837c244,79cffc08,completed
2026-05-22_15-29-33__gcn2_net__pubmed__seed-0__c4b9f0bb,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.3880000114440918,0.4130000174045563,0.5288730640313588,66051,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c4b9f0bb,ecc67435,completed
2026-05-22_15-29-34__gcn2_net__pubmed__seed-0__7d5cb665,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,6,0.41600000858306885,0.40700000524520874,1.319623647024855,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,7d5cb665,d57d5e38,completed
2026-05-22_15-29-36__gcn2_net__pubmed__seed-0__3df2b4ff,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,16,0.42000001668930054,0.406000018119812,1.9445473359664902,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,3df2b4ff,1724a5c2,completed
2026-05-22_15-29-38__gcn2_net__pubmed__seed-0__27387806,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,6,0.41600000858306885,0.40700000524520874,1.322651737020351,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,27387806,15a0331d,completed
2026-05-22_15-29-39__gcn2_net__pubmed__seed-0__840318d0,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,8,0.41600000858306885,0.40700000524520874,1.4097639929968864,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,840318d0,0a6ad17c,completed
2026-05-22_15-29-41__gcn2_net__pubmed__seed-0__dd32e852,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.19600000977516174,0.18000000715255737,1.0151073280139826,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,dd32e852,9cb3e0f6,completed
2026-05-22_15-29-42__gcn2_net__pubmed__seed-0__ad6b3bb1,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,35,0.44200003147125244,0.4660000205039978,3.1271958560100757,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,ad6b3bb1,a933b4ad,completed
2026-05-22_15-29-46__gcn2_net__pubmed__seed-0__9016dda3,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,1,0.19600000977516174,0.18000000715255737,0.9820921139908023,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9016dda3,6638e3b8,completed
2026-05-22_15-29-47__gcn2_net__pubmed__seed-0__dda533c1,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,35,0.49800002574920654,0.4930000305175781,3.635130879993085,99843,cuda,46f3954891a4714fd29028c43b70d24bddd37580,dda533c1,831569c8,completed
2026-05-22_15-29-51__gcn2_net__pubmed__seed-0__9a88ff8a,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,14,0.4180000126361847,0.4310000240802765,0.6571130320080556,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9a88ff8a,ce8070c4,completed
2026-05-22_15-29-52__gcn2_net__pubmed__seed-0__c1ad6262,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,7,0.41600000858306885,0.40800002217292786,0.4955045109963976,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c1ad6262,1777b75b,completed
2026-05-22_15-29-53__gcn2_net__pubmed__seed-0__0f7f9106,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,6,0.4360000193119049,0.41700002551078796,0.47500691399909556,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,0f7f9106,60ead8de,completed
2026-05-22_15-29-53__gcn2_net__pubmed__seed-0__74caa66e,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,18,0.4820000231266022,0.5270000100135803,0.7447361319791526,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,74caa66e,6b859721,completed
2026-05-22_15-29-54__gcn2_net__pubmed__seed-0__2349cd88,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,4,0.3880000114440918,0.4130000174045563,0.43320355197647586,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2349cd88,d9b840c4,completed
2026-05-22_15-29-55__gcn2_net__pubmed__seed-0__14032bf6,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,23,0.6260000467300415,0.6320000290870667,0.9901613809634,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,14032bf6,7cf35354,completed
2026-05-22_15-29-56__gcn2_net__pubmed__seed-0__c193d44d,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,4,0.3880000114440918,0.4130000174045563,0.4190570739447139,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c193d44d,80825538,completed
2026-05-22_15-29-57__gcn2_net__pubmed__seed-0__ca3cc7a9,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,27,0.6220000386238098,0.6010000109672546,1.036627552995924,131075,cuda,46f3954891a4714fd29028c43b70d24bddd37580,ca3cc7a9,213707e9,completed
2026-05-22_15-29-58__gcn2_net__pubmed__seed-0__7540eb87,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,20,0.4320000112056732,0.44700002670288086,1.3810731080011465,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,7540eb87,db7a2306,completed
2026-05-22_15-30-00__gcn2_net__pubmed__seed-0__6fe14040,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,13,0.4180000126361847,0.4100000262260437,1.1498531950055622,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,6fe14040,f3072ee4,completed
2026-05-22_15-30-01__gcn2_net__pubmed__seed-0__8cbc9bfa,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,20,0.5520000457763672,0.5509999990463257,1.3740910590277053,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,8cbc9bfa,68827d1a,completed
2026-05-22_15-30-03__gcn2_net__pubmed__seed-0__8ef2745f,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,13,0.41600000858306885,0.40700000524520874,1.1438809319515713,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,8ef2745f,6bfebc6b,completed
2026-05-22_15-30-04__gcn2_net__pubmed__seed-0__5d6cc6ab,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,20,0.5320000052452087,0.5700000524520874,1.3759642650256865,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,5d6cc6ab,8c38aa39,completed
2026-05-22_15-30-06__gcn2_net__pubmed__seed-0__0ba43ff0,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,15,0.41600000858306885,0.40700000524520874,1.2333025370026007,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,0ba43ff0,8386a425,completed
2026-05-22_15-30-07__gcn2_net__pubmed__seed-0__9157a1e5,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,24,0.5180000066757202,0.5450000166893005,1.571895750996191,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9157a1e5,7f2bcee7,completed
2026-05-22_15-30-09__gcn2_net__pubmed__seed-0__dd0ccbc3,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,14,0.41600000858306885,0.40700000524520874,1.145064560987521,197635,cuda,46f3954891a4714fd29028c43b70d24bddd37580,dd0ccbc3,8dc9f2ce,completed
2026-05-22_15-30-11__gcn2_net__pubmed__seed-0__db5fddd0,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,3,0.41600000858306885,0.40700000524520874,1.3528305989457294,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,db5fddd0,dc0739de,completed
2026-05-22_15-30-12__gcn2_net__pubmed__seed-0__eed93410,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,14,0.46000000834465027,0.48900002241134644,2.1819015350192785,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,eed93410,eb1bba44,completed
2026-05-22_15-30-15__gcn2_net__pubmed__seed-0__d41ca06c,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,3,0.4400000274181366,0.4390000104904175,1.327761460968759,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d41ca06c,ca6c4384,completed
2026-05-22_15-30-16__gcn2_net__pubmed__seed-0__b57bba14,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,17,0.5100000500679016,0.5200000405311584,2.3778443209594116,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,b57bba14,163d835e,completed
2026-05-22_15-30-19__gcn2_net__pubmed__seed-0__3e5612af,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,17,0.39000001549720764,0.4130000174045563,2.476062751025893,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,3e5612af,5799f23d,completed
2026-05-22_15-30-21__gcn2_net__pubmed__seed-0__274fb675,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,23,0.4220000207424164,0.4100000262260437,2.852207143965643,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,274fb675,7065cada,completed
2026-05-22_15-30-25__gcn2_net__pubmed__seed-0__5c8a607c,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,12,0.41600000858306885,0.4240000247955322,1.9417677400051616,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,5c8a607c,ecc8a366,completed
2026-05-22_15-30-27__gcn2_net__pubmed__seed-0__1cfbc8ec,research_2026_05_22_gcn2_fast,gcn2_net,pubmed,node_classification,accuracy,0,10,0.3880000114440918,0.4010000228881836,1.8426256559905596,330755,cuda,46f3954891a4714fd29028c43b70d24bddd37580,1cfbc8ec,3475f5c5,completed
2026-05-22_15-32-12__gatv2__toy-node__seed-0__7df13cb5,manual,gatv2,toy-node,node_classification,accuracy,0,1,0.5,0.30000001192092896,0.9669413429801352,36739,cuda,46f3954891a4714fd29028c43b70d24bddd37580,7df13cb5,dc3fefa3,completed
2026-05-22_15-32-31__gatv2__cora__seed-0__bbd036ef,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,50,0.6220000386238098,0.6460000276565552,2.0791075869929045,94375,cuda,46f3954891a4714fd29028c43b70d24bddd37580,bbd036ef,766443ba,completed
2026-05-22_15-32-33__gatv2__cora__seed-0__01fc19eb,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,49,0.5900000333786011,0.6300000548362732,1.166013861016836,94375,cuda,46f3954891a4714fd29028c43b70d24bddd37580,01fc19eb,552a478e,completed
2026-05-22_15-32-35__gatv2__cora__seed-0__2530da78,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,7,0.41600000858306885,0.42500001192092896,0.4013931549852714,94375,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2530da78,1bd3d14f,completed
2026-05-22_15-32-35__gatv2__cora__seed-0__4e17beb5,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,44,0.6140000224113464,0.6510000228881836,1.0614096350036561,94375,cuda,46f3954891a4714fd29028c43b70d24bddd37580,4e17beb5,b4df856e,completed
2026-05-22_15-32-36__gatv2__cora__seed-0__01a33c0e,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,6,0.6360000371932983,0.6330000162124634,0.400131541013252,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,01a33c0e,dc404b79,completed
2026-05-22_15-32-37__gatv2__cora__seed-0__2cf862a0,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,28,0.6700000166893005,0.703000009059906,1.3647215070086531,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2cf862a0,c99c1388,completed
2026-05-22_15-32-37__gatv2__cora__seed-0__a6aec6e4,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,9,0.5200000405311584,0.5509999990463257,0.47112309699878097,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a6aec6e4,2f1eb403,completed
2026-05-22_15-32-39__gatv2__cora__seed-0__c6ad43fc,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,36,0.6300000548362732,0.6540000438690186,1.320120714022778,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c6ad43fc,0b86467a,completed
2026-05-22_15-32-40__gatv2__cora__seed-0__b5981e30,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,49,0.7140000462532043,0.7090000510215759,2.196340346010402,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,b5981e30,bf5ca957,completed
2026-05-22_15-32-43__gatv2__cora__seed-0__0f171c0f,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,35,0.7560000419616699,0.7700000405311584,1.336336220963858,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,0f171c0f,882c9696,completed
2026-05-22_15-32-43__gatv2__cora__seed-0__21070b2b,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,7,0.4700000286102295,0.5100000500679016,0.5309928599745035,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,21070b2b,9c3c6dd2,completed
2026-05-22_15-32-45__gatv2__cora__seed-0__3835ff1c,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,49,0.7360000610351562,0.7480000257492065,1.5815069440286607,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,3835ff1c,0837b575,completed
2026-05-22_15-32-47__gatv2__cora__seed-0__a900f5b8,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,7,0.5540000200271606,0.5910000205039978,0.41928755497792736,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a900f5b8,58974a33,completed
2026-05-22_15-32-47__gatv2__cora__seed-0__ca0a0676,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,6,0.6460000276565552,0.6480000019073486,0.4286335140350275,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,ca0a0676,0edd1358,completed
2026-05-22_15-32-48__gatv2__cora__seed-0__d5ff18c6,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,6,0.43800002336502075,0.48000001907348633,0.3861576559720561,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d5ff18c6,f4dc3b5b,completed
2026-05-22_15-32-48__gatv2__cora__seed-0__ff4dc18a,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,15,0.4780000150203705,0.5170000195503235,0.6885510139982216,192839,cuda,46f3954891a4714fd29028c43b70d24bddd37580,ff4dc18a,6a8533fc,completed
2026-05-22_15-32-49__gatv2__cora__seed-0__8344acc2,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,4,0.6800000071525574,0.7010000348091125,0.44582851900486276,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,8344acc2,c10641f3,completed
2026-05-22_15-32-50__gatv2__cora__seed-0__05f894c0,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,4,0.4300000071525574,0.46400001645088196,0.4336102000088431,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,05f894c0,e57a34b4,completed
2026-05-22_15-32-50__gatv2__cora__seed-0__bbecffb3,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,3,0.64000004529953,0.6780000329017639,0.3673970800009556,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,bbecffb3,ef2ebe84,completed
2026-05-22_15-32-51__gatv2__cora__seed-0__f69009dc,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,49,0.7460000514984131,0.7660000324249268,2.219098982983269,402055,cuda,46f3954891a4714fd29028c43b70d24bddd37580,f69009dc,c21792a5,completed
2026-05-22_15-32-53__gatv2__cora__seed-0__229623be,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,50,0.7260000109672546,0.7320000529289246,3.8666410150472075,869639,cuda,46f3954891a4714fd29028c43b70d24bddd37580,229623be,6742ee47,completed
2026-05-22_15-32-57__gatv2__cora__seed-0__1e9a1327,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,50,0.7360000610351562,0.737000048160553,3.780732084007468,869639,cuda,46f3954891a4714fd29028c43b70d24bddd37580,1e9a1327,b93f1980,completed
2026-05-22_15-33-01__gatv2__cora__seed-0__5893830a,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,50,0.7620000243186951,0.753000020980835,3.8059186700265855,869639,cuda,46f3954891a4714fd29028c43b70d24bddd37580,5893830a,966e3251,completed
2026-05-22_15-33-05__gatv2__cora__seed-0__2649722c,research_2026_05_22_gatv2_fast,gatv2,cora,node_classification,accuracy,0,50,0.7500000596046448,0.7510000467300415,3.9081338180112652,869639,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2649722c,3aa8c5b0,completed
2026-05-22_15-33-09__gatv2__pubmed__seed-0__da70703f,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,49,0.7320000529289246,0.7230000495910645,1.0479445399832912,34531,cuda,46f3954891a4714fd29028c43b70d24bddd37580,da70703f,1111c7cc,completed
2026-05-22_15-33-10__gatv2__pubmed__seed-0__47b3bb4a,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,2,0.5400000214576721,0.5090000033378601,0.26665904000401497,34531,cuda,46f3954891a4714fd29028c43b70d24bddd37580,47b3bb4a,8463241b,completed
2026-05-22_15-33-10__gatv2__pubmed__seed-0__f84dd343,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,2,0.4880000352859497,0.4690000116825104,0.26691540802130476,34531,cuda,46f3954891a4714fd29028c43b70d24bddd37580,f84dd343,3d75ee3d,completed
2026-05-22_15-33-11__gatv2__pubmed__seed-0__0393321a,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,30,0.7000000476837158,0.6970000267028809,0.8119117080350406,34531,cuda,46f3954891a4714fd29028c43b70d24bddd37580,0393321a,ab41954e,completed
2026-05-22_15-33-12__gatv2__pubmed__seed-0__d6c5b74f,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,6,0.7160000205039978,0.7250000238418579,0.3936600349843502,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d6c5b74f,2aac00cd,completed
2026-05-22_15-33-13__gatv2__pubmed__seed-0__c644187c,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,50,0.7200000286102295,0.7100000381469727,1.2933895849855617,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c644187c,e41d67df,completed
2026-05-22_15-33-14__gatv2__pubmed__seed-0__b0d1f284,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,7,0.7860000133514404,0.7700000405311584,0.43674650200409815,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,b0d1f284,979bd324,completed
2026-05-22_15-33-15__gatv2__pubmed__seed-0__50b62fae,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,30,0.7500000596046448,0.7460000514984131,1.0255455749575049,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,50b62fae,26eb217d,completed
2026-05-22_15-33-16__gatv2__pubmed__seed-0__a1572f4e,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,46,0.7500000596046448,0.7390000224113464,1.8487578089698218,162691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a1572f4e,cff926f5,completed
2026-05-22_15-33-18__gatv2__pubmed__seed-0__a45ffd69,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,50,0.7420000433921814,0.7440000176429749,1.931849461980164,162691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a45ffd69,e8dc7cdd,completed
2026-05-22_15-33-20__gatv2__pubmed__seed-0__c65e90d9,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,50,0.7260000109672546,0.7350000143051147,1.7362374129588716,162691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c65e90d9,8c913cbf,completed
2026-05-22_15-33-22__gatv2__pubmed__seed-0__25f3a1f4,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,50,0.7260000109672546,0.737000048160553,1.9075531769776717,162691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,25f3a1f4,51ea6338,completed
2026-05-22_15-33-24__gatv2__pubmed__seed-0__90201da6,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,7,0.5320000052452087,0.5410000085830688,0.3965556080220267,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,90201da6,dddb8b5b,completed
2026-05-22_15-33-25__gatv2__pubmed__seed-0__f9f8ff8a,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,48,0.7320000529289246,0.7210000157356262,1.3093514990177937,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,f9f8ff8a,ad13d1f5,completed
2026-05-22_15-33-27__gatv2__pubmed__seed-0__2e008a96,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,26,0.6920000314712524,0.7240000367164612,0.7664367439574562,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2e008a96,d3bb8dcb,completed
2026-05-22_15-33-27__gatv2__pubmed__seed-0__48b71014,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,25,0.7360000610351562,0.7460000514984131,0.7382587249740027,73155,cuda,46f3954891a4714fd29028c43b70d24bddd37580,48b71014,c4b86a5e,completed
2026-05-22_15-33-28__gatv2__pubmed__seed-0__4cbd4e83,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,50,0.7320000529289246,0.7360000610351562,1.7097563300048932,162691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,4cbd4e83,d4d89738,completed
2026-05-22_15-33-30__gatv2__pubmed__seed-0__3ea68181,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,50,0.7300000190734863,0.7310000061988831,1.7538238380220719,162691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,3ea68181,346c0962,completed
2026-05-22_15-33-32__gatv2__pubmed__seed-0__89c0fc4a,research_2026_05_22_gatv2_fast,gatv2,pubmed,node_classification,accuracy,0,4,0.6540000438690186,0.6730000376701355,0.5023291049874388,162691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,89c0fc4a,769912cb,completed
